channelTitle,video_category_name,video_count,avg_views,avg_engagement
Pâmela Mota Tv,People & Blogs,18,339610.0,0.00305029936616695
Pâmela Souza,Gaming,18,1530606.7777777778,0.044913983845746915
Pâmela e Rodrigo,People & Blogs,20,393622.45,0.002450644869451237
Pé Murcho,Sports,8,169898.0,0.00997573702716082
QUE AULA!,Gaming,15,71946.0,0.07450000999464006
Quarteto Mágico! ,People & Blogs,6,70983.16666666667,0.0488057175255421
Quasar Jogos,Gaming,8,361109.125,0.029063005258161186
Quatro Rodas,Autos & Vehicles,60,228685.86666666667,0.02191407563243011
Quavo Huncho,Music,15,5968631.6,0.029880226387459904
Que Papinho!,People & Blogs,10,1195109.9,0.039051758651615164
Que diabos?,Entertainment,28,350621.53571428574,0.08346098296006975
Queen Official,Music,8,6561443.375,0.025867796460804816
Quick Life Hacks,Science & Technology,6,3466746.3333333335,0.005091803586603305
Quinteto S.A.,Music,9,119752.33333333333,0.012480164288898647
Química Integral,Education,8,84873.25,0.015491708978449729
RABISCO,Film & Animation,23,366763.5652173913,0.07809268302524963
RADIO.COM,Music,1,896409.0,0.08972422186747345
RAFÃO,Gaming,21,266836.6666666667,0.05173286752173131
RALPH MAIS10,Sports,10,578747.8,0.01642314917647717
RBD Oficial,People & Blogs,4,614621.0,0.08168412146836439
RBD Oficial,Music,12,320377.6666666667,0.06892121149570334
RBDVEVO,Music,36,776098.1388888889,0.04951738485215392
REAL PS,Music,6,101206.33333333333,0.055734876194174394
RECEITAS BRAZIL,People & Blogs,5,179931.2,0.008080898931799368
RECEITAS FÁCEIS MEU SERTÃO,People & Blogs,7,65444.0,0.03817955182478349
RECORD,Entertainment,44,441041.0227272727,0.008730752040481416
RECORD EUROPA,Entertainment,10,650418.7,0.0067007202432845595
RECORD TV,News & Politics,21,754641.8571428572,0.009794630910592251
RECORD TV,Entertainment,36,197086.16666666666,0.008219345542121585
RECORD TV,Sports,10,65846.0,0.011703149130569208
RECORD TV JAPAN,Entertainment,15,234269.86666666667,0.009887503965464988
REDEMAISHD,News & Politics,7,69935.57142857143,0.01695276105520205
REDEMPTION,Film & Animation,8,308567.875,0.014774553022649847
RELÍQUIAS DO SUL,People & Blogs,7,688381.4285714285,0.0077619482014779995
RENILDÃO OFICIAL,People & Blogs,23,1146284.6956521738,0.015259380938101485
RENNANDAPENHAVEVO,Music,7,734528.2857142857,0.03269156885288035
RESERVA,Entertainment,19,396835.5263157895,0.017612350190278115
RETARDA MARQUES,People & Blogs,74,1477106.1351351351,0.04577621089699665
REVIROTTO,Gaming,19,104609.73684210527,0.03658232036346594
RIC Mais,News & Politics,4,28775.25,0.013028852709371486
RICtv Oeste,News & Politics,14,208745.92857142858,0.005928459545856066
RIPA NA CHULIPA,Comedy,12,2948982.0833333335,0.018665515655201952
RISER MUSIC,Music,6,394564.8333333333,0.041496856719824414
RITMO,Entertainment,17,205390.35294117648,0.016178654761468136
RIX FF,Entertainment,6,111995.16666666667,0.006820032026228051
RM - Topic,Music,15,1097358.1333333333,0.05250476656326228
RODRIGO CESAR (CLARETIANA FM),Entertainment,7,272576.14285714284,0.011760812408779698
ROSALÍA,Music,7,801641.7142857143,0.020711937918969275
ROSÉ Official,People & Blogs,11,2602505.8181818184,0.10444674720811588
ROXTEEN,Entertainment,195,821146.6,0.02284964420533924
ROXTEEN,Music,5,143549.6,0.01585638378547374
RYAN ELENCO DO FUNK,Music,14,340162.14285714284,0.006953875536141812
RaFla Mello,Sports,33,127787.33333333333,0.060986171474989255
Racionais TV,Music,61,193875.2131147541,0.015110265558423703
RacionaisTV,Music,16,418129.0625,0.03856714876733608
Radija Pereira,People & Blogs,34,172707.11764705883,0.07629428913318297
Radio Jornal,Sports,3,36400.0,0.02366462063448922
Rafa & Luiz,Entertainment,401,953709.7057356609,0.023643643730131367
Rafa Martinz,People & Blogs,23,479346.6956521739,0.03246600024824508
Rafael Brandão,Sports,58,163482.0172413793,0.05201897567425368
Rafael Gameplay,Gaming,16,108534.8125,0.023929993675502637
Rafael Oliveira,Sports,8,51037.25,0.04573193823800831
Rafael Zago,Education,6,239216.66666666666,0.025046463002363406
Rafaela Kaori,People & Blogs,7,106317.0,0.0191206804820914
Rafaella Baltar,People & Blogs,49,214834.91836734695,0.031038087836341585
Rafaella Baltar,Entertainment,54,196650.7037037037,0.024429091698774105
Rafaeu,Gaming,10,120254.6,0.012365556686742081
Rafah,Music,11,257892.0,0.09100294750010271
Raffa Moreira,Music,60,336508.63333333336,0.08013904115876581
Raffa Torres,Music,19,1877060.2105263157,0.002344521436330313
Raffael Chess,Sports,15,65850.46666666666,0.05393156660484169
Raffaela Souza,Entertainment,10,348681.9,0.06128308836291776
Rafi Bastos,Entertainment,9,435295.1111111111,0.04380236381821898
Rafinha O Big Love,Music,10,2530662.9,0.010295994449775936
Rafinha O Big love,Music,2,417303.0,0.014408319811365995
Rafori,Gaming,2,67664.5,0.09148060327545693
Rafão Reage,Gaming,13,133646.46153846153,0.027942562528123376
Rafão Reage,Entertainment,4,108775.5,0.025706290243434404
Raid: Shadow Legends,Film & Animation,7,1798642.142857143,0.005874245760817901
Rainbow Six Esports Brasil,Sports,4,102594.5,0.015112243429961337
Rainbow Six Esports Brasil,Gaming,14,93387.14285714286,0.015967094223774795
Rainha Dos Pios-Alessandra,People & Blogs,31,87844.45161290323,0.057562075840832755
Raio Filmes,Entertainment,6,47033.333333333336,0.033270521632732655
Raissa Chaddad,Entertainment,5,225894.6,0.03577385972103943
Raiz Tricolor,Sports,45,62307.53333333333,0.0555899470481563
Raiz Tricolor,Entertainment,49,57268.897959183676,0.057066590628349574
RakaMinelli,People & Blogs,21,174280.57142857142,0.05300299133751934
Ralls,Gaming,6,92690.33333333333,0.036385371766500134
Raluca,People & Blogs,10,372399.9,0.03872264267223286
Ramana Borba,Music,6,213303.5,0.016742445202114237
Ramini Lima,Entertainment,22,90913.36363636363,0.101327440523707
Rammstein Official,Music,26,8712768.576923076,0.022108110340299896
Ramon Dino Pro,People & Blogs,92,400731.0652173913,0.045029174649371374
Rancho do Chapéu,Entertainment,8,86845.125,0.05172043799865368
Rancho do humor,People & Blogs,5,132182.6,0.009590381455574759
Randresson Vieira,Entertainment,5,218324.2,0.02253722071247227
Rao TV,Comedy,46,248813.9347826087,0.0886705722567918
Rap Box,Music,21,185966.80952380953,0.05529537431290711
Rapadura OFICIAL,Music,6,124632.33333333333,0.0557281011986371
RaphaaUwU,Gaming,46,853679.5434782609,0.03407145085695456
Raphael PH Santos,Entertainment,7,123860.71428571429,0.06100341360427106
Raphaela Santos,Music,25,249899.92,0.022860951447708163
Raphaela Santos   ,Music,5,136124.8,0.021038561047827864
Raphaela Santos - Topic,Music,8,88830.375,0.025422689918713687
Raphaela Santos A Favorita,Music,47,216482.3829787234,0.022940932465091705
Raquel Segal ,People & Blogs,7,42331.42857142857,0.06051769031109427
Rargela - Canal 2,Gaming,5,88305.0,0.04593269868227982
Rashid Oficial,Music,6,82675.5,0.052940586593618146
RashidVEVO,Music,24,291804.625,0.01889445125872846
Ratinho locutor,People & Blogs,8,108565.75,0.01401346309699536
Rato Borrachudo,Comedy,14,59325.642857142855,0.04529150730686298
Ratão Joga,Gaming,5,174063.4,0.1059939008432115
Raul Gil,Entertainment,7,1877956.5714285714,0.0014550518119710025
Raul Seixas,Music,18,322229.05555555556,0.007021938649349032
Raulzeira Tv,Entertainment,34,265742.4117647059,0.01201449222135088
RauwAlejandroTv,Music,7,3989586.1428571427,0.008794468546484647
Rayane & Rafaela,Music,19,1567284.9473684211,0.003197634694814105
Rayza Nicácio,Howto & Style,37,207578.43243243243,0.04576432279296196
Rayza Nicácio,People & Blogs,15,84487.26666666666,0.05201644351690012
Razor,Gaming,4,94455.75,0.03865610906825517
Razor #Shorts,Gaming,7,123959.28571428571,0.03703031599311567
Raça Negra,Music,29,652033.275862069,0.01131583319269207
Raí Saia Rodada,Music,73,1775000.2328767122,0.01529178227621438
Raí Saia Rodada - Topic,Music,7,354766.85714285716,0.003006951624173297
Real Kayblack,People & Blogs,21,1382580.761904762,0.044365381119587724
Real Kayblack,Music,102,1301460.3725490195,0.04392603997658531
Real Madrid,Sports,45,2746899.288888889,0.01817809411769811
Realidade Americana,People & Blogs,6,87307.5,0.05531215189416918
Rebeca Carvalho,Music,30,283475.8,0.030153991732904038
Rebecca Ariell,People & Blogs,9,157214.33333333334,0.060716112242809754
Rebecca Oficial,Music,29,305102.7586206897,0.046292759167326156
RebeldelaSerieVEVO,Music,6,716032.1666666666,0.02071919952541191
Recayd Mob Oficial,Music,19,884087.5789473684,0.05964074177366968
Receitas & Dicas De Vó,People & Blogs,15,258966.06666666668,0.012761304595277568
Receitas Da Cris,People & Blogs,58,228100.10344827586,0.026723189302715625
Receitas Da Cris,Entertainment,72,170808.625,0.027240317372356042
Receitas da Bo,People & Blogs,7,206109.14285714287,0.03265834824233612
Receitas da Josi,People & Blogs,10,141912.4,0.016782882638180986
Receitas da Vó Lurdes,People & Blogs,6,108695.16666666667,0.009840766316292958
Receitas de Pai,Entertainment,459,259658.73856209152,0.04952781467017323
Receitas e histórias,Entertainment,4,138528.75,0.03905757356173073
Reclamação do Dia,Comedy,353,199615.21529745043,0.053301037009315856
Record Cabo Verde,Entertainment,9,309163.55555555556,0.02291623360733973
Record News,Entertainment,8,1251621.625,0.02174873791795997
Record News,News & Politics,120,753749.575,0.009387098718976845
Record News,Sports,8,576358.75,0.025182949356710668
Record TV Americas,Film & Animation,8,74654.5,0.0011837307423994989
Record TV Cabo Verde,Entertainment,19,368680.15789473685,0.009990978729588363
Record TV Europa,Entertainment,106,290625.8490566038,0.012150649116384376
Recording Academy / GRAMMYs,Music,98,3286444.8775510206,0.011815000458640975
Red Hot Chili Peppers,Music,41,2419013.2439024393,0.02648584491058476
Red Hot Chili Peppers - Topic,Music,5,385332.8,0.023956853115745524
Red Velvet,Music,37,2031503.972972973,0.07070905624676445
Redação Ninho,Entertainment,50,430330.44,0.021112403632170616
Redação Ninho,Sports,271,278346.69003690034,0.022079076641961046
Redação Ninho,People & Blogs,10,256393.2,0.025550287610423245
Rede Fla,Entertainment,10,244720.7,0.015184462007908128
Rede Minas,Education,188,42724.936170212764,0.02334582086578715
RedeTV,Entertainment,34,647672.8823529412,0.014769463395659896
RedeTV! Entretenimento,Entertainment,42,511084.9285714286,0.014740738897050208
RedeTV! Jornalismo,News & Politics,5,278902.0,0.010287603239870624
Redzinbr,Gaming,128,410214.25,0.017763003848220247
Reginaldo de Campinas,Autos & Vehicles,9,560689.1111111111,0.006988261614928061
Regis Danese,Music,9,800124.5555555555,0.013427980426128137
Regis Tadeu,Entertainment,43,241467.2558139535,0.0493199662228329
Rema,Music,8,5388281.75,0.023052419401697433
Remo TV,Sports,11,92068.81818181818,0.02435623055595911
Remo TV Betnacional,Sports,24,519308.2916666667,0.009903429374789894
Renan Fiorini,Entertainment,388,805819.6881443299,0.047055252601505185
Renata Celi,Entertainment,14,352026.14285714284,0.08353601986676033
Renata Jardim Tattoo,Entertainment,5,26861.4,0.05875882778845554
Renata Meins,Howto & Style,28,207914.4642857143,0.051352383513130144
Renata Meins,Entertainment,21,150876.61904761905,0.06765783234789187
Renatinha Do Mengão,Entertainment,6,62797.666666666664,0.019287998671735942
Renato Albani,People & Blogs,12,1084408.3333333333,0.0344375945972906
Renato Albani,Comedy,35,616124.0571428571,0.03380265493928372
Renato Cariani,Sports,281,1145016.1601423488,0.04444391679642002
Renato Garcia,Entertainment,466,1329444.364806867,0.060013556628783805
Renato Garcia YT,Entertainment,198,936817.9444444445,0.0403702532563995
Renato Garcia YT,Music,9,900077.6666666666,0.05483190938957505
Reneé Rapp,Entertainment,12,3493708.25,0.01374783758641424
Rennan da Penha - Topic,Music,5,272402.6,0.018392572330182193
Renno Poeta,Entertainment,9,506259.0,0.02014906796662662
Renzk,Gaming,8,208643.0,0.048508302817478956
Renálida Carvalho,People & Blogs,3,55862.333333333336,0.04080347030341957
Repórter Ben Mendes,People & Blogs,52,413334.76923076925,0.034772062002875984
República Coisa de Nerd,Entertainment,121,523184.54545454547,0.052730210152416954
República Coisa de Nerd,Gaming,23,305067.2173913043,0.04042018306499317
Resenha Rubro-Negra,Sports,13,54544.0,0.06848110953487495
Resenhas do Antony,People & Blogs,8,218154.625,0.03640800723406066
Resident Evil,Gaming,14,775186.7857142857,0.02522881259885926
Residente,Music,6,7953862.833333333,0.039406506348714274
Revedeste,People & Blogs,4,266851.25,0.07650870958811508
Reversão,Sports,190,653250.3684210526,0.049333100893083334
Reviews do Mustache,Travel & Events,33,436755.36363636365,0.05435936245043668
Revolução Records,Music,10,290733.9,0.02735619320352519
Rey Costa e Clara Teixeira,People & Blogs,46,280278.32608695654,0.02496431202709386
Rezende 2,Entertainment,74,155626.17567567568,0.029125088551670425
Rezenhando,People & Blogs,16,250929.625,0.033279203990266126
Rezenhando,Entertainment,9,185959.44444444444,0.02809803857094915
Rhavi Carneiro's Fluency TV,Education,22,59111.86363636364,0.07475568604172023
Rhay Almeida Mãe De Dois,People & Blogs,21,881981.0476190476,0.10296982723288965
Rhay Mãe De Dois,People & Blogs,67,199459.19402985074,0.06706982282895144
RhayMaeDeDois,People & Blogs,8,114465.375,0.05441252317360128
Rhobert,Gaming,10,108827.6,0.042675858247078834
Ribeirinha da Amazônia Fabiola Alves Pedrosa,Entertainment,11,136509.0909090909,0.02698387123861359
Ribeiro Neto,People & Blogs,1,27386.0,0.03672679471262689
Ribeiro Neto e As Verdades da Bola,People & Blogs,4,26152.5,0.0383219665810455
Ricardo Feltrin,Entertainment,9,298559.3333333333,0.05138369823324667
Ricardo Lima,People & Blogs,8,99941.0,0.027668554954869203
Ricardo Molina USA,People & Blogs,21,190100.80952380953,0.036543598504423735
Ricardo Rente,Entertainment,11,67181.09090909091,0.06199439528205588
RicardoMontanerVEVO,Music,6,4418820.833333333,0.001247965059621373
Richa sarkar,People & Blogs,2,48152190.0,0.010123414371735794
Richard GameVlogs,Gaming,10,196646.3,0.010516781590737054
Richard Lucas Oficial,Entertainment,8,38549.875,0.028516769975159503
Richard Rasmussen,Education,67,613069.1343283582,0.03882415030114698
Rick & Renner Oficial,Music,49,179426.4693877551,0.012709261853016351
Rick Dalas,Gaming,7,199988.7142857143,0.014589743791986713
Rihanna,Music,8,1604223.375,0.022140329908082373
RihannaVEVO,Music,20,18322299.75,0.02391930554221637
Rikinho,Sports,57,399880.8070175439,0.010950562471639374
RinaSawayamaVEVO,Music,7,761734.2857142857,0.04217937175684922
Rio4fun,Travel & Events,7,126492.0,0.020071258446306688
Rionegro & Solimões,Music,25,1531520.88,0.006444305688448731
Rionegro e Solimões,Music,98,2438454.2959183673,0.003468437034058895
Riquitos,People & Blogs,6,108840.0,0.025961847140286515
Riverdale,Entertainment,8,1597114.75,0.02967811976695748
Rizzo •,Gaming,5,260604.2,0.09158540685022695
Rk Play,Film & Animation,4,147401.25,0.022091967006577604
Road to 2022,Sports,4,433268.25,0.018853280718200128
RobTopGames,Gaming,22,2137163.6363636362,0.05459762934045618
Roberta Miranda,Music,11,128107.72727272728,0.01904460611986443
Roberta Pupi,Entertainment,45,835399.9777777778,0.02255777979836609
Roberta Pupi,People & Blogs,9,82979.44444444444,0.02320750528229632
Roberta Viana,People & Blogs,4,167627.25,0.06790275006249145
Roberto Araújo Construção Civil,Education,5,415811.0,0.026697495130072923
RobertoCarlosVEVO,Music,12,247831.83333333334,0.015877220714973075
Robin Hood Gamer,Gaming,654,1076993.3318042813,0.02665014243646334
RobinTV,Gaming,44,314458.5227272727,0.012348564529194606
Robson Abreu,People & Blogs,42,1479431.7142857143,0.03874499571347744
Robson Abreu,Comedy,29,578216.4827586206,0.008751218007681735
Rock Danger Rec,People & Blogs,15,317724.4666666667,0.050474113655364465
Rock Danger Rec,Music,9,219790.88888888888,0.05837820844232295
Rocketz Labz,Science & Technology,23,220451.30434782608,0.06654296283219828
Rockstar Games,Gaming,42,33223868.54761905,0.020619317076956918
Rockstar Games Brasil,Gaming,6,114989.83333333333,0.08439226070510453
Rod Grossi,Science & Technology,5,212462.0,0.04069096922734223
RodPrimata,Gaming,15,362300.6666666667,0.04462042021489943
Roda Viva,News & Politics,235,211211.10212765957,0.024297579364608614
Roda Viva,People & Blogs,7,184368.42857142858,0.02487029970762534
Roda de Funk Produções,Music,5,427628.4,0.06798833950017169
Rodolfo Abrantes,Music,33,151633.78787878787,0.060631169912083525
Rodrigo Correa,Entertainment,78,864886.0769230769,0.0519298530483508
Rodrigo Maiellaro,Entertainment,5,48904.0,0.11531655805437568
Rodrigo Marques,Comedy,30,339267.56666666665,0.04561850184055949
Rodrigo Moreira,Science & Technology,65,159684.96923076923,0.03070082074188753
Rodrigo Silva Arqueologia,Education,9,918728.8888888889,0.0492017067091973
Rodrigo Teaser,Music,9,291361.55555555556,0.038760293970320006
Rodrigo Zin,Music,10,215522.1,0.04847955814983729
Rodrigo-RaceFish,Gaming,10,331340.5,0.03305775062829787
Roland Garros,Sports,21,3024046.0,0.006712300660291568
Roland-Garros,Sports,7,617402.1428571428,0.005408813022098728
Romagaga,Music,5,108747.6,0.08133331933690338
Romani,Music,6,416170.6666666667,0.03467232543878737
RomeoSantosVEVO,Music,7,3531725.4285714286,0.023986056612143147
Romim Mata,Entertainment,10,1106240.1,0.013518579356415355
Romina Gafur,Entertainment,16,10162667.875,0.012294684283910805
RonaldoTV,Sports,55,1149422.7818181817,0.026010348008817314
Ronan Tardin,People & Blogs,5,98845.2,0.0689013264357359
Ronnie Von,Entertainment,14,242164.07142857142,0.019541792535250322
Rony Oliveira,People & Blogs,24,172543.25,0.04715657700142147
Rosa De Saron,Music,97,128831.50515463918,0.04212803177719906
RosaliaVEVO,Music,110,5222869.881818182,0.021301200558402515
Rose Nascimento (Oficial),Music,5,65327.8,0.03030218592064371
Rosesarerosie,People & Blogs,11,6966087.818181818,0.06704859769330884
Rossi Júnior,Entertainment,22,345056.04545454547,0.05007156260828533
Rota 153 Notícias e informação.,People & Blogs,8,648786.375,0.0036674183790433787
Roupa Nova,Music,27,767938.8518518518,0.02184026726178772
RuPaul's Drag Race,Entertainment,34,1177068.0882352942,0.01724353722926841
Ruan Mania,Entertainment,6,106371.83333333333,0.004531313681365682
Rubel,Music,6,270443.5,0.04534495615222369
Rubinho,Gaming,9,169901.11111111112,0.015943895493452917
Rubro News Futebol Clube,Sports,6,24521.166666666668,0.04087772351460266
RuelVEVO,Music,7,590804.2857142857,0.07372563087664619
Ruffles Oficial,Music,1,77146.0,0.025914499779638608
Ruhi Çenet Português,Education,7,428837.14285714284,0.03782347379013418
RuneterraBrasil,Gaming,20,129516.95,0.05361326916176583
RvfvVEVO,Music,8,1112542.375,0.0338348700890672
Ryan Oliveira,Entertainment,21,246167.61904761905,0.013371152014025434
Ryan Reynolds,Entertainment,18,10606029.611111112,0.031492655904933144
Ryan Reynolds,People & Blogs,8,9106080.25,0.028450176720133585
RyanRed,Entertainment,8,123964.25,0.06112931818577425
RÁDIO PACHOLA,Sports,6,88799.66666666667,0.024792378453957698
Rádio 93 - FM Gospel,Music,5,164884.6,0.023039641372731574
Rádio 93 - FM Gospel,Entertainment,8,121293.5,0.014477098766125688
Rádio 98 ,News & Politics,8,388212.375,0.021270423230192074
Rádio Arena Futebol,Sports,12,93605.33333333333,0.0033801175859365443
Rádio BandNews FM,News & Politics,44,394367.25,0.022702139078151624
Rádio BandNews FM - Rio de Janeiro,News & Politics,7,72109.28571428571,0.012331605467603892
Rádio Bandeirantes,Sports,22,364309.7272727273,0.014292483782821242
Rádio Bandeirantes,News & Politics,34,161641.17647058822,0.011442792489823259
Rádio Bandeirantes,People & Blogs,5,77042.0,0.023590833616749973
Rádio Craque Neto,Sports,185,351341.7081081081,0.023663122106731476
Rádio FM O Dia,Music,15,508710.5333333333,0.01237805299191443
Rádio Itatiaia,Sports,27,214719.14814814815,0.014401421775948761
Rádio Itatiaia,News & Politics,6,194113.66666666666,0.006461868790096209
Rádio Kiss FM Oficial,Entertainment,3,32934.666666666664,0.04459638532532303
Rádio Salvador FM,Music,7,44163.71428571428,0.012307897622548955
Rê Andrade,Entertainment,63,259143.12698412698,0.02926098145379063
Rê Andrade Studios,Entertainment,5,202334.2,0.022552632915409557
S0ldierBr,Gaming,5,45580.2,0.06987644967610442
SABOR DE FESTA - Chef Álvaro Rodrigues,People & Blogs,9,165948.77777777778,0.04992702038126765
SAD-ist,Gaming,6,1587663.5,0.08514275762991315
SALVE CRAZY REC,Music,33,661558.2727272727,0.035060715989734835
SAM SMITH,Entertainment,17,2567106.705882353,0.034147600283922254
SBGR LIVE,Entertainment,30,381034.3,0.004842383909998843
SBS Entertainment,Entertainment,41,2629074.56097561,0.047672745729918406
SBSKPOP X INKIGAYO,Entertainment,9,4018439.5555555555,0.04245481393148736
SBT,Entertainment,38,1092665.8421052631,0.003871015115974519
SBT,Sports,6,705825.0,0.015413319065718722
SBT,News & Politics,8,295482.375,0.021149458412948633
SBT Jornalismo,News & Politics,24,1476092.7916666667,0.015484952832175434
SBT News,News & Politics,74,978245.3378378379,0.010591629624270679
SBT Online,Sports,9,355419.55555555556,0.014121388380677231
SBT Online,Entertainment,19,261551.2105263158,0.022739499735516776
SBT Sports,Sports,464,379150.1702586207,0.015009356529661885
SBT no interior,Entertainment,5,68203.8,0.014744900841512027
SCANVOL Funilaria e Pintura para Caminhões,People & Blogs,6,83827.83333333333,0.044768290764733355
SE LIGA AQUII,Entertainment,8,117052.875,0.03955807610888027
SEGA,Gaming,5,1237813.6,0.009565649239329205
SEGREDOS DA MA,People & Blogs,86,177305.17441860464,0.00802025254187231
SEMPRE FLAMENGO,People & Blogs,5,226493.2,0.028687022095523824
SEU OSMAR,Comedy,9,1043691.0,0.024373336413440135
SHEILA BELLAVER CAMINHONEIRA,People & Blogs,17,225655.58823529413,0.023071312987401275
SHOWTIME,Entertainment,7,2877075.714285714,0.006036574813292318
SIAN SPORTS,Sports,21,1356750.4285714286,0.00551189508183802
SKTBR,Sports,12,150083.33333333334,0.014571954174791893
SLS,Sports,6,117695.83333333333,0.011790272962892112
SM STATION,Music,8,5022632.625,0.07009040112177455
SMTOWN,Music,702,15820894.686609687,0.04486655180612528
SNK OFFICIAL,Gaming,84,356900.2738095238,0.026418516360789755
SOM DE MANDRAKE,Music,2,411132.5,0.03435045896179119
SOM DOS STATUS,Music,7,65743.85714285714,0.005066884355019044
SONZIN ARTS #Shorts,Gaming,6,183164.66666666666,0.04381137236112586
SONZIN ARTS Shorts,Entertainment,11,192508.54545454544,0.032514335840137513
SOOJIN,Music,15,5057467.266666667,0.051241516750430524
SPFC 100%,Sports,16,72722.0625,0.049674570309402644
SPORT TV,People & Blogs,7,94521.28571428571,0.009697261564123707
SRZD,Entertainment,8,61982.0,0.013379768480320301
SSC Foz do Iguaçu,Travel & Events,7,427501.28571428574,0.008613169604266476
START FUNK,Music,10,240681.9,0.031873019566914726
STAYC,Entertainment,68,16260577.220588235,0.01315963089654787
STAYC Japan Official,Music,10,2203578.1,0.03345876357438686
STHAN,Gaming,7,131813.0,0.012786482532787382
STUDIO CHOOM [스튜디오 춤],Entertainment,310,3372028.8903225805,0.050595759449233724
STUDIO CHOOM [스튜디오 춤],Music,8,2885944.0,0.026563927685267746
SUPER LUTAS,Sports,56,626579.0,0.014148776639115053
SUPER LUTAS,Entertainment,74,232888.32432432432,0.013211905901769716
SZA,Music,7,331474.85714285716,0.044767809555183134
SZA - Topic,Music,8,951118.5,0.029773284837095345
SZAVEVO,Music,50,5415638.68,0.03239436564286939
Saab do Brasil,People & Blogs,10,417845.4,0.012758759687536148
Saadhak,Gaming,8,185599.25,0.035138032604365044
Sabadou com Virginia,People & Blogs,1,485464.0,0.018225450290855757
Sabiá Santos,People & Blogs,28,83854.89285714286,0.0785569407184166
Sabor e Festas,People & Blogs,8,103076.625,0.03116686217695739
Sabotage,Music,14,471081.0714285714,0.05935301501261877
Sabrina Carpenter,Music,8,5257408.75,0.03415786716374965
Sabrina Maya,Entertainment,7,109027.28571428571,0.11964455666693354
SabrinaCarpenterVEVO,Music,53,3218555.679245283,0.03440381537220561
Safe Podcast,Gaming,13,115854.76923076923,0.055939682556099414
Saiba de Fato,Entertainment,7,97728.0,0.011459345822709579
Saiko joga,Gaming,51,946056.6862745098,0.04300654404825143
Sailing Ta Louco,People & Blogs,7,44836.42857142857,0.08725030625636096
Sairos,Gaming,7,54878.42857142857,0.014267766826755493
SaitoBlox,Gaming,5,91150.0,0.01958153526730705
Salomão do Reggae,Music,6,33323.0,0.0479698156976771
Salvador da Rima,Music,48,976708.3958333334,0.06017929509290401
Sam Bechara,Entertainment,84,1290860.011904762,0.04088888518291682
SamFischerVEVO,Music,16,1479065.9375,0.031569106722888124
SamSmithVEVO,Music,39,3956600.9487179485,0.026478037371729934
Samara Santos,Comedy,15,171386.86666666667,0.02906523428865306
Samara Silva,People & Blogs,7,39349.0,0.0686743264291814
Samba Prime Oficial,Music,4,157988.25,0.003722453045943661
Sambô,Music,7,69291.42857142857,0.008825539587725358
Samsung,Science & Technology,32,9340077.78125,0.032149134131852136
Samsung Brasil,Science & Technology,19,5205624.631578947,0.009779461346965635
Samsung Brasil,People & Blogs,7,45288.71428571428,0.03423062140563401
Samuel Dantas,Music,5,243750.2,0.021000140543413048
Samuel Mariano,Music,17,131781.41176470587,0.04604563745272683
Samurai  Craft ,People & Blogs,4,881474.5,0.030591949475897544
Samyra Show,People & Blogs,8,340545.125,0.015687597108726015
SanInPlay,Gaming,26,146385.3076923077,0.05256196079014289
Sandra Dias - Cake Designer,People & Blogs,7,385795.85714285716,0.0010664676449760788
Sandra Jang,Education,3,56657.333333333336,0.06245664669685915
Sandro e Cícero,Music,6,259440.33333333334,0.003453358084382787
Sandy,Music,29,595671.6551724138,0.039679178540297996
SandyAndJuniorVEVO,Music,4,67078.5,0.057798868040504804
SandyVEVO,Music,26,290706.42307692306,0.04710985820447111
Santander Brasil,News & Politics,7,1897356.5714285714,0.003808047663391743
Santander Brasil,Education,15,1866983.8666666667,0.0016151897029320378
Santos Futebol Clube,Sports,366,109365.02459016393,0.04301002109184875
Santos Futebol Clube,Entertainment,11,69111.81818181818,0.037908866896779234
Santos Rafael,People & Blogs,6,75870.83333333333,0.05113196054115424
Sara Kellen,People & Blogs,48,309582.5625,0.04538533282341256
Sara Kellen Mãe de Três,People & Blogs,40,348747.975,0.04251295260597489
Sara Kellen Mãe de dois,People & Blogs,29,397289.2413793103,0.045330534416360445
Sarah Beatriz,Music,30,198014.96666666667,0.054574355664677235
Sarah Poncio,Entertainment,9,556775.3333333334,0.0
Saturday Night Live,Comedy,31,1072306.6129032257,0.030398235480565215
Satélite Funk,Music,47,1223794.5319148935,0.034762540392309305
Sau Sampaio,Entertainment,108,722888.7592592592,0.039110738505569245
Save Manual,Gaming,39,271389.28205128206,0.033937210957525665
Saveiro do RAU,Autos & Vehicles,58,99709.86206896552,0.06422539259143932
Score Club,Sports,6,143021.33333333334,0.006928425489107156
SearchlightPictures,Entertainment,11,3745971.5454545454,0.002116319911856498
Seb,Gaming,5,734196.0,0.02597985676626314
Sebrae,Education,7,2679633.285714286,3.013291218254401e-05
Seca Fran Oficial,People & Blogs,7,68890.28571428571,0.05796623753887641
Seda,Entertainment,8,3414772.625,2.659794078030622e-05
Segue o Jogo,Entertainment,33,363281.0606060606,0.01875464763446834
Segue o Jogo,Sports,16,202515.0625,0.03030254088321028
Segunda Animada,Entertainment,5,180545.2,0.026056464782428825
Seijinho,Comedy,18,288230.22222222225,0.08186223444184715
Seis a um,Sports,6,57079.333333333336,0.05119407688218539
SejaUmaPessoaMelhor,Education,5,75257.6,0.0711630519906719
Selena Gomez,Film & Animation,5,1841246.0,0.0449300802678302
